"iata","name","state","country","latitude","longitude","totalflights","numberofdelays","delaypercentage"
"MRF","Marfa Municipal","TX","USA","30.37147222","-104.0166944","","",""
"4K0","Pedro Bay","AK","USA","59.78960972","-154.1238331","","",""
"I68","Lebanon-Warren County","OH","USA","39.46217306","-84.25184722","","",""
"6J0","Corporate","SC","USA","33.79463889","-81.24586111","","",""
"63C","Adams County Legion ","WI","USA","43.96117222","-89.78804889","","",""
"RUE","Russellville Municipal","AR","USA","35.25914667","-93.09326611","","",""
"HHW","Stan Stamper Municipal","OK","USA","34.03482556","-95.54190611","","",""
"ETC","Edgecombe County","NC","USA","35.93710083","-77.54663833","","",""
"MO6","Washington Memorial","MO","USA","38.59163472","-90.99761444","","",""
"SPF","Black Hills-Clyde Ice ","SD","USA","44.48022222","-103.7768889","","",""
"SEP","Clark Field Municipal","TX","USA","32.21532333","-98.17766722","","",""
"M21","Muhlenberg County","KY","USA","37.22561111","-87.15752778","","",""
"GBD","Great Bend Municipal","KS","USA","38.34441861","-98.85917028","","",""
"4B6","Ticonderoga Muni","NY","USA","43.87700278","-73.41317639","","",""
"7A2","Demopolis Municipal","AL","USA","32.46381944","-87.95406389","","",""
"JVL","Rock County","WI","USA","42.61958222","-89.04034028","","",""
"35D","Padgham ","MI","USA","42.53098278","-85.82513556","","",""
"X59","Valkaria","FL","USA","27.96196472","-80.55977556","","",""
"ND06","Cavalier Municipal","ND","USA","48.78388139","-97.62981028","","",""
"A79","Chignik Lake","AK","USA","56.25504722","-158.7753614","","",""
"K54","Teller","AK","USA","65.24089806","-166.3360067","","",""
"CVO","Corvallis Muni","OR","USA","44.49719361","-123.2898297","","",""
"4K5","Ouzinkie","AK","USA","57.92287611","-152.5005111","","",""
"PKA","Napaskiak","AK","USA","60.70369056","-161.7767367","","",""
"AOC","Arco-Butte County","ID","USA","43.60343056","-113.3340972","","",""
"0M1","Scott ","TN","USA","35.63778","-88.127995","","",""
"RFG","Refugio-Rooke ","TX","USA","28.29361694","-97.32304833","","",""
"UNU","Dodge County","WI","USA","43.42658333","-88.70322222","","",""
"CWV","Claxton-Evans County","GA","USA","32.19505556","-81.86955556","","",""
"JER","Jerome County","ID","USA","42.72663639","-114.4571506","","",""
"1B0","Dexter Regional","ME","USA","45.00839444","-69.23976722","","",""
"9A4","Lawrence County ","AL","USA","34.65938889","-87.34883333","","",""
"3CU","Cable Union","WI","USA","46.19424889","-91.24640972","","",""
"SGJ","St. Augustine","FL","USA","29.95925","-81.33975","","",""
"Y15","Cheboygan City-County","MI","USA","45.65371028","-84.51927306","","",""
"4R7","Eunice","LA","USA","30.46628389","-92.42379917","","",""
"L39","Leesville","LA","USA","31.16819444","-93.34245833","","",""
"F41","Ennis Municipal","TX","USA","32.32969444","-96.66388889","","",""
"4O4","McCurtain County Regional","OK","USA","33.909325","-94.85835278","","",""
"N12","Lakewood","NJ","USA","40.0667825","-74.17764167","","",""
"9I3","West Liberty","KY","USA","37.91453139","-83.25212111","","",""
"JES","Jesup-Wayne County","GA","USA","31.55408333","-81.88344444","","",""
"AXS","Altus Municipal","OK","USA","34.69878194","-99.3381","","",""
"56M","Warsaw Municipal","MO","USA","38.34688889","-93.345425","","",""
"AKO","Akron-Washington Co","CO","USA","40.17563333","-103.2220278","","",""
"MCB","McComb-Pike County","MS","USA","31.17845444","-90.47187528","","",""
"5T6","Dona Ana County  At Santa Teresa","NM","USA","31.88098556","-106.7048131","","",""
"DYL","Doylestown","PA","USA","40.33305028","-75.12233833","","",""
"RCR","Fulton County","IN","USA","41.06554833","-86.18170444","","",""
"Q41","Floydada Municipal","TX","USA","34.00230056","-101.330435","","",""
"PEA","Pella Municipal","IA","USA","41.40006667","-92.94588333","","",""
"3A0","Grove Hill Municipal","AL","USA","31.68932389","-87.7613875","","",""
"O47","Prague Municipal","OK","USA","35.48201417","-96.71862944","","",""
"LKV","Lake County","OR","USA","42.16111111","-120.3990703","","",""
"GLR","Otsego County","MI","USA","45.01354806","-84.70318944","","",""
"3N8","Mahnomen County ","MN","USA","47.25996056","-95.92809778","","",""
"GPH","Clay County Regional","MO","USA","39.33046528","-94.30997361","","",""
"CVK","Sharp County Regional","AR","USA","36.26487139","-91.56264111","","",""
"ARB","Ann Arbor Municipal","MI","USA","42.22298361","-83.74560722","","",""
"FFT","Capital City","KY","USA","38.18248861","-84.90470083","","",""
"48D","Clare Municipal","MI","USA","43.83111111","-84.74133333","","",""
"BXK","Buckeye Municipal","AZ","USA","33.42088556","-112.6863","","",""
"M70","Pocahontas Municipal","AR","USA","36.24551111","-90.95520444","","",""
"CYS","Cheyenne","WY","USA","41.1557225","-104.8118381","","",""
"59B","Newton ","ME","USA","45.63199111","-70.24728944","","",""
"PYM","Plymouth Municipal","MA","USA","41.90902444","-70.72878778","","",""
"1A6","Middlesboro-Bell County","KY","USA","36.6106375","-83.73741611","","",""
"MFD","Mansfield Lahm Municipal","OH","USA","40.82141667","-82.51663889","","",""
"FKR","Frankfort Municipal","IN","USA","40.27343083","-86.56217028","","",""
"COI","Merritt Island","FL","USA","28.34158944","-80.6854975","","",""
"ND44","Mott Municipal","ND","USA","46.359725","-102.3229389","","",""
"9K2","Kokhanok","AK","USA","59.43264556","-154.8027058","","",""
"JWG","Watonga","OK","USA","35.86469444","-98.42075","","",""
"ELV","Elfin Cove SPB","AK","USA","58.19518417","-136.3473928","","",""
"CAG","Craig-Moffat","CO","USA","40.49522139","-107.5216467","","",""
"9M8","Sheridan-Grant County Regional","AR","USA","34.32842917","-92.35098583","","",""
"BEH","Southwest Michigan Regional","MI","USA","42.12858333","-86.4285","","",""
"OEO","L. O. Simenstad Municipal","WI","USA","45.30858944","-92.69008056","","",""
"OGA","Searle ","NE","USA","41.11961111","-101.7689444","","",""
"HKS","Hawkins ","MS","USA","32.3347725","-90.22253167","","",""
"2F7","Commerce Municipal","TX","USA","33.29288889","-95.89641806","","",""
"IML","Imperial Municipal","NE","USA","40.50930556","-101.6205278","","",""
"TRM","Desert Resorts Regional","CA","USA","33.62789944","-116.1601194","","",""
"GCK","Garden City Regional","KS","USA","37.92751556","-100.7244147","","",""
"K46","Blair Municipal","NE","USA","41.41805139","-96.1136275","","",""
"4G6","Hornell Muni","NY","USA","42.38214444","-77.6821125","","",""
"4A6","Scottsboro Municipal","AL","USA","34.68897278","-86.0058125","","",""
"A61","Tuntutuliak","AK","USA","60.33534556","-162.6670094","","",""
"2M0","Princeton-Caldwell County","KY","USA","37.11560444","-87.85556944","","",""
"MMK","Meriden-Markham Municipal","CT","USA","41.50871472","-72.82947833","","",""
"X47","Flagler County","FL","USA","29.46738889","-81.20633333","","",""
"Z84","Clear","AK","USA","64.30120361","-149.1201436","","",""
"68A","Wrangell SPB","AK","USA","56.466325","-132.3800181","","",""
"FIG","Clearfield-Lawrence","PA","USA","41.04861306","-78.41310306","","",""
"1MO","Mountain Grove Memorial","MO","USA","37.12071889","-92.311245","","",""
"COU","Columbia Regional","MO","USA","38.81809306","-92.21962917","","",""
"55J","Fernandina Beach Municipal","FL","USA","30.61170083","-81.462345","","",""
"16G","Seneca County","OH","USA","41.09405556","-83.2125","","",""
"6M8","Marked Tree Municipal","AR","USA","35.53341472","-90.40149028","","",""
"OXC","Waterbury-Oxford","CT","USA","41.47855556","-73.13525","","",""
"MZJ","Pinal Airpark","AZ","USA","32.50984389","-111.3253339","","",""
"06C","Schaumburg","IL","USA","41.98934083","-88.10124278","","",""
"6L4","Logan County","WV","USA","37.85567778","-81.91589722","","",""
"0V7","Kayenta","AZ","USA","36.70972139","-110.2367978","","",""
"MSS","Massena Int'l-Richards ","NY","USA","44.93582722","-74.84554583","","",""
"21F","Jacksboro Municipal","TX","USA","33.228725","-98.14671083","","",""
"5T9","Maverick County Meml Intl","TX","USA","28.85719361","-100.5122997","","",""
"5R3","Rusty Allen ","TX","USA","30.498585","-97.96947222","","",""
"2S1","Vashon Municipal","WA","USA","47.45815333","-122.4773506","","",""
"I57","Pike County","OH","USA","39.16693333","-82.928175","","",""
"Z91","Birch Creek","AK","USA","66.27399583","-145.8240381","","",""
"6G1","Titusville","PA","USA","41.60880861","-79.74133111","","",""
"CGE","Cambridge-Dorchester","MD","USA","38.53930556","-76.03036111","","",""
"PSF","Pittsfield Municipal","MA","USA","42.42684667","-73.29292806","","",""
"JHW","Chautauqua Cty","NY","USA","42.15336861","-79.258035","","",""
"LNY","Lanai","HI","USA","20.78561111","-156.9514181","","",""
"FOD","Fort Dodge Municipal","IA","USA","42.55145611","-94.19255111","","",""
"Q16","Reserve","NM","USA","33.70005472","-108.8506214","","",""
"W97","Middle Peninsula Regional","VA","USA","37.52122778","-76.7646825","","",""
"M34","Kentucky Dam State Park","KY","USA","37.00950028","-88.29586639","","",""
"10C","Galt","IL","USA","42.40266472","-88.37588917","","",""
"0B7","Warren-Sugar Bush","VT","USA","44.11672722","-72.82705806","","",""
"TYQ","Indianapolis Terry","IN","USA","40.03064972","-86.2514375","","",""
"5R5","Wharton Municipal","TX","USA","29.25427778","-96.15438889","","",""
"JYR","Municipal","NE","USA","40.89675","-97.62277778","","",""
"1D2","Canton -Plymouth -  Mettetal","MI","USA","42.35003667","-83.45826833","","",""
"HSE","Billy Mitchell","NC","USA","35.2327875","-75.617795","","",""
"FMN","Four Corners Regional","NM","USA","36.74125","-108.2299444","","",""
"MAW","Malden Municipal","MO","USA","36.60055694","-89.99220278","","",""
"GAI","Montgomery Co Airpark","MD","USA","39.16833611","-77.166","","",""
"RAL","Riverside Municipal","CA","USA","33.95187528","-117.4451017","","",""
"P14","Holbrook Municipal","AZ","USA","34.93891389","-110.1395656","","",""
"ESF","Esler Regional","LA","USA","31.3949025","-92.29577194","","",""
"LLJ","Challis","ID","USA","44.52297806","-114.2175642","","",""
"F87","Farmerville","LA","USA","32.72495583","-92.33716583","","",""
"SWD","Seward","AK","USA","60.12693833","-149.4188122","","",""
"29D","Grove City","PA","USA","41.14597611","-80.16592194","","",""
"MVL","Morrisville-Stowe State","VT","USA","44.53460806","-72.61400444","","",""
"MDR","Medfra","AK","USA","63.10577694","-154.7189806","","",""
"FOA","Flora","IL","USA","38.66494528","-88.45299556","","",""
"U02","McCarley","ID","USA","43.20925","-112.3495861","","",""
"L84","Lost Hills-Kern County","CA","USA","35.62357083","-119.6862383","","",""
"UUV","Sullivan Regional","MO","USA","38.23343056","-91.16433333","","",""
"T18","Brooks County","TX","USA","27.20683333","-98.12117083","","",""
"PPC","Prospect Creek","AK","USA","66.81288139","-150.6437925","","",""
"YIP","Willow Run","MI","USA","42.2379275","-83.53040889","","",""
"BRD","Brainerd-Crow Wing County Regional","MN","USA","46.39785806","-94.1372275","","",""
"HHF","Hemphill County","TX","USA","35.89530778","-100.4036397","","",""
"EFK","Newport State","VT","USA","44.88879722","-72.22915833","","",""
"VDZ","Valdez","AK","USA","61.13395028","-146.24836","","",""
"BAM","Battle Mountain","NV","USA","40.59904583","-116.8743358","","",""
"HMZ","Bedford County","PA","USA","40.08536861","-78.51221778","","",""
"RUT","Rutland State","VT","USA","43.52990694","-72.949615","","",""
"RHV","Reid-Hillview of Santa Clara Co","CA","USA","37.33287306","-121.8197947","","",""
"28J","Kay Larkin","FL","USA","29.65863889","-81.68855556","","",""
"O28","Ells Field-Willits Municipal","CA","USA","39.45129778","-123.3722844","","",""
"Z40","Goose Bay","AK","USA","61.39445139","-149.8455556","","",""
"VMR","Harold Davidson ","SD","USA","42.76528917","-96.93425472","","",""
"MMV","McMinnville Muni","OR","USA","45.19444444","-123.1359444","","",""
"HKY","Hickory Municipal","NC","USA","35.74114639","-81.38954889","","",""
"MNM","Menominee-Marinette Twin County","MI","USA","45.12665028","-87.63844056","","",""
"2A3","Larsen Bay","AK","USA","57.53510667","-153.9784169","","",""
"5B3","Danielson","CT","USA","41.81974056","-71.90096306","","",""
"46A","Blairsville","GA","USA","34.85508722","-83.996855","","",""
"POH","Pocahontas Municipal","IA","USA","42.74280556","-94.64730556","","",""
"SSI","Malcolm McKinnon","GA","USA","31.1515925","-81.39134667","","",""
"ADS","Addison","TX","USA","32.96855944","-96.83644778","","",""
"GVT","Majors","TX","USA","33.06783889","-96.0653325","","",""
"CBG","Cambridge Municipal","MN","USA","45.55854639","-93.26464361","","",""
"MMI","McMinn County","TN","USA","35.39730333","-84.56256861","","",""
"FYE","Fayette County","TN","USA","35.20592","-89.39441667","","",""
"DKK","Dunkirk Municipal","NY","USA","42.49333528","-79.27204167","","",""
"NK03","Kamp ","NY","USA","43.13472111","-75.64890417","","",""
"K15","Linn Creek-Grand Glaize Memorial","MO","USA","38.11045","-92.68054583","","",""
"DAW","Skyhaven","NH","USA","43.28406194","-70.92925472","","",""
"6B4","Frankfort-Highland","NY","USA","43.02090306","-75.17043861","","",""
"EZI","Kewanee Municipal","IL","USA","41.20520361","-89.96386","","",""
"U55","Panguitch Municipal","UT","USA","37.84523333","-112.3918731","","",""
"CZT","Dimmit County","TX","USA","28.52225111","-99.82363444","","",""
"APC","Napa County","CA","USA","38.21319444","-122.2806944","","",""
"AIT","Aitkin Municipal","MN","USA","46.5484225","-93.6768","","",""
"O57","Bryant ","CA","USA","38.26241917","-119.2257094","","",""
"12D","Tower Municipal","MN","USA","47.81833333","-92.29166667","","",""
"MPE","Philadelphia Municipal","MS","USA","32.7995775","-89.12589472","","",""
"4M1","Carroll County","AR","USA","36.38340333","-93.61685667","","",""
"SIG","Fernando Luis Ribas Dominicci","PR","USA","18.45675","-66.09883333","","",""
"P52","Cottonwood","AZ","USA","34.73002111","-112.0351569","","",""
"F70","French Valley","CA","USA","33.57605556","-117.1279722","","",""
"CHU","Houston County","MN","USA","43.59635861","-91.50394639","","",""
"BST","Belfast Municipal","ME","USA","44.40966667","-69.01225","","",""
"FRM","Fairmont Municipal","MN","USA","43.64394111","-94.41561556","","",""
"Q53","Franklin ","CA","USA","38.30491306","-121.4296736","","",""
"1G6","Michael ","NY","USA","43.18166667","-76.12777778","","",""
"I50","Stanton","KY","USA","37.85008167","-83.84575194","","",""
"3V4","Fort Morgan Municipal","CO","USA","40.33423194","-103.8039508","","",""
"EPH","Ephrata Muni","WA","USA","47.30758333","-119.5158889","","",""
"ABR","Aberdeen Regional","SD","USA","45.44905556","-98.42183333","","",""
"MLY","Manley Hot Springs","AK","USA","64.99756472","-150.6441297","","",""
"L92","Alamo Landing ","NV","USA","37.36246083","-115.1944622","","",""
"60F","Seymour Municipal","TX","USA","33.64870417","-99.26063056","","",""
"K34","Municipal","KS","USA","38.80708333","-94.95602778","","",""
"SFM","Sanford Regional","ME","USA","43.39386111","-70.70800028","","",""
"9K7","Ellsworth Municipal ","KS","USA","38.74750889","-98.23061222","","",""
"MTO","Coles County Memorial","IL","USA","39.47793722","-88.27923833","","",""
"EII","Egegik","AK","USA","58.18837472","-157.3809872","","",""
"27A","Elbert County-Patz ","GA","USA","34.09519722","-82.81586417","","",""
"20N","Kingston-Ulster","NY","USA","41.9852525","-73.96409722","","",""
"L08","Borrego Valley","CA","USA","33.25902778","-116.3209722","","",""
"HWI","Hawk Inlet SPB","AK","USA","58.12744139","-134.7559531","","",""
"ISO","Kinston Regional Jetport At Stallin","NC","USA","35.32807944","-77.61552611","","",""
"TPL","Draughon-Miller Central Texas Regional","TX","USA","31.1525","-97.40777778","","",""
"ND33","Linton Municipal","ND","USA","46.21830472","-100.2450028","","",""
"57B","Islesboro","ME","USA","44.30285556","-68.91058722","","",""
"BDG","Blanding Muni","UT","USA","37.58303472","-109.4832889","","",""
"5CD","Chandalar Shelf","AK","USA","68.06543944","-149.5797392","","",""
"E24","Whiteriver","AZ","USA","33.81255056","-109.9867658","","",""
"PRG","Edgar County","IL","USA","39.70015944","-87.66961861","","",""
"L71","California City Municipal","CA","USA","35.15125306","-118.0166667","","",""
"DCY","Daviess County","IN","USA","38.70042333","-87.12973222","","",""
"BGQ","Big Lake Strip Nr 2","AK","USA","61.53556806","-149.8138975","","",""
"T49","Big Spring McMahon-Wrinkle","TX","USA","32.21261111","-101.5216389","","",""
"KPB","Point Baker SPB","AK","USA","56.35185972","-133.6225864","","",""
"MO85","Lawrence Smith Memorial","MO","USA","38.61102222","-94.34213056","","",""
