"iata","name","latitude","longitude","totalflights","numberofdelays","delaypercentage","carrierdelay","weatherdelay","nasdelay","securitydelay","lateaircraftdelay"
"M73","Almyra Municipal","34.41232833","-91.46634722","","","","","","","",""
"SFZ","North Central State","41.92076333","-71.49138139","","","","","","","",""
"M09","Piedmont Municipal","37.12671694","-90.7128975","","","","","","","",""
"CKF","Crisp County - Cordele","31.98883333","-83.77391667","","","","","","","",""
"TKX","Kennett Memorial","36.23087083","-90.03466806","","","","","","","",""
"DTN","Shreveport Downtown","32.54021889","-93.7450225","","","","","","","",""
"SAD","Safford Regional","32.85331278","-109.6349708","","","","","","","",""
"CPX","Benjamin Rivera Noriega","18.31328917","-65.30432444","","","","","","","",""
"4B7","Schroon Lake","43.86256083","-73.74262972","","","","","","","",""
"KLL","Levelock","59.11816472","-156.8652169","","","","","","","",""
"1H3","Linn State Tech. College","38.47149444","-91.81531667","","","","","","","",""
"RVS","Richard Lloyd Jones, Jr.","36.0396275","-95.984635","","","","","","","",""
"LWV","Lawrenceville-Vincennes Municipal","38.76429639","-87.60549556","","","","","","","",""
"FQD","Rutherford County-Marchman ","35.42822222","-81.93507778","","","","","","","",""
"DHT","Dalhart Municipal","36.022585","-102.5472775","","","","","","","",""
"B16","Whitford","43.08027611","-76.53837556","","","","","","","",""
"41U","Manti-Ephraim","39.32912833","-111.6146397","","","","","","","",""
"OMN","Ormond Beach Municipal","29.30113889","-81.11380556","","","","","","","",""
"GDM","Gardner Municipal","42.54986639","-72.01602194","","","","","","","",""
"17G","Port Bucyrus-Crawford County","40.78141667","-82.97469444","","","","","","","",""
"HUM","Houma-Terrebonne","29.5665","-90.66041667","","","","","","","",""
"AWO","Arlington Municipal","48.16074833","-122.1590208","","","","","","","",""
"TRX","Trenton Municipal","40.08351333","-93.59063472","","","","","","","",""
"HIG","Higginsville Industrial Municipal","39.07334639","-93.67716083","","","","","","","",""
"CKC","Grand Marais/Cook County","47.83830556","-90.38313889","","","","","","","",""
"1G0","Wood County","41.391","-83.63013889","","","","","","","",""
"EEN","Dillant-Hopkins","42.89839944","-72.27078111","","","","","","","",""
"77G","Marlette Township","43.31183","-83.09091444","","","","","","","",""
"1M1","North Little Rock Municipal","34.83398056","-92.25792778","","","","","","","",""
"HOM","Homer","59.64555556","-151.4765833","","","","","","","",""
"GNT","Grants-Milan Municipal","35.16531472","-107.9006142","","","","","","","",""
"62D","Warren","41.26672278","-80.92897778","","","","","","","",""
"3Y2","George L Scott Municipal","42.98508917","-91.79060417","","","","","","","",""
"RQB","Roben-Hood","43.72263278","-85.50407333","","","","","","","",""
"S23","Ione Municipal","48.70727528","-117.4126036","","","","","","","",""
"FXE","Fort Lauderdale Executive","26.19728","-80.17070833","","","","","","","",""
"DWH","David Wayne Hooks Memorial","30.06186111","-95.55277778","","","","","","","",""
"35A","Union County, Troy Shelton ","34.68680111","-81.64121167","","","","","","","",""
"15J","Cook County","31.13780556","-83.45308333","","","","","","","",""
"3O4","Sayre Municipal","35.16755222","-99.65787361","","","","","","","",""
"C52","Burlington Municipal","42.69056389","-88.30464","","","","","","","",""
"04Y","Hawley Municipal","46.88384889","-96.35089861","","","","","","","",""
"T35","Cameron Municipal Airpark","30.87935556","-96.97109694","","","","","","","",""
"ENW","Kenosha Regional","42.5957075","-87.92780333","","","","","","","",""
"83D","Mackinac County","45.89029056","-84.73755083","","","","","","","",""
"GYY","Gary/Chicago ","41.61627306","-87.41278806","","","","","","","",""
"SAC","Sacramento Executive","38.51252389","-121.4934689","","","","","","","",""
"MEJ","Meade Municipal","37.27938889","-100.3563056","","","","","","","",""
"4A7","Clayton County","33.38911111","-84.33236111","","","","","","","",""
"78D","Caro Municipal","43.45908333","-83.44522222","","","","","","","",""
"EUF","Weedon ","31.95131917","-85.128925","","","","","","","",""
"TOI","Troy Municipal","31.86041667","-86.01213889","","","","","","","",""
"6M7","Lee County-Marianna","34.78027778","-90.81055556","","","","","","","",""
"UUO","Willow","61.75441667","-150.0516639","","","","","","","",""
"X26","Sebastian Municipal","27.81280389","-80.49560833","","","","","","","",""
"26N","Ocean City Muni cipal","39.26347222","-74.60747222","","","","","","","",""
"EGV","Eagle River Union","45.93179639","-89.26906778","","","","","","","",""
"17K","Boise City","36.77430028","-102.5104364","","","","","","","",""
"GCY","Greeneville Municipal","36.19299083","-82.81507028","","","","","","","",""
"GRE","Greenville","38.83615778","-89.37841111","","","","","","","",""
"AUG","Augusta State","44.32064972","-69.79731806","","","","","","","",""
"1H2","Effingham County Memorial","39.07045083","-88.53351972","","","","","","","",""
"CKU","Cordova Muni","60.54390333","-145.7267042","","","","","","","",""
"91F","Arrowhead","35.15426444","-95.62026389","","","","","","","",""
"Z55","Lake Louise","62.29368944","-146.5794219","","","","","","","",""
"MRJ","Iowa County","42.88532917","-90.23198583","","","","","","","",""
"M05","Caruthersville Memorial","36.17506917","-89.67508","","","","","","","",""
"ZER","Schuylkill Cty/Joe Zerbey","40.70644889","-76.37314667","","","","","","","",""
"FST","Fort Stockton - Pecos County","30.91566667","-102.9161389","","","","","","","",""
"PBH","Price County","45.70895028","-90.40248472","","","","","","","",""
"DEH","Decorah Municipal","43.27550139","-91.73937389","","","","","","","",""
"SRR","Sierra Blanca Regional","33.46285","-105.5347508","","","","","","","",""
"4S1","Gold Beach Muni","42.41344444","-124.4242742","","","","","","","",""
"T89","Castroville Municipal","29.34192083","-98.85090056","","","","","","","",""
"Q68","Pine Mountain Lake","37.86166667","-120.1778889","","","","","","","",""
"BUY","Burlington Municipal","36.04854333","-79.47488694","","","","","","","",""
"2W6","Captain Walter Francis Duke Regional ","38.31536111","-76.55011111","","","","","","","",""
"BHK","Baker Muni","46.34763639","-104.2594475","","","","","","","",""
"O69","Petaluma Municipal","38.2578325","-122.6055406","","","","","","","",""
"K09","Piseco Muni","43.45340222","-74.51765083","","","","","","","",""
"15M","Luka ","34.7723125","-88.16587444","","","","","","","",""
"TIW","Tacoma Narrows","47.26793111","-122.5780997","","","","","","","",""
"52E","Timberon ","32.63388889","-105.6863889","","","","","","","",""
"CKB","Benedum","39.29663889","-80.22808333","","","","","","","",""
"HSI","Hastings Municipal","40.60525","-98.42788889","","","","","","","",""
"ELA","Eagle Lake Municipal","29.60301389","-96.32248444","","","","","","","",""
"VQS","Antonio Rivera Rodriguez","18.13551806","-65.49182583","","","","","","","",""
"WBB","Stebbins","63.51591972","-162.2827394","","","","","","","",""
"O19","Kneeland","40.7193","-123.9275531","","","","","","","",""
"MNN","Marion Municipal","40.61625","-83.06347222","","","","","","","",""
"99N","Bamburg County","33.30515528","-81.10898917","","","","","","","",""
"SEM","Craig ","32.34394667","-86.98780333","","","","","","","",""
"E04","Eunice","32.45679139","-103.2404708","","","","","","","",""
"POY","Powell Muni","44.86797222","-108.793","","","","","","","",""
"PSM","Pease International Tradeport","43.07795889","-70.82327333","","","","","","","",""
"INW","Winslow-Lindbergh Regional","35.02191667","-110.7225278","","","","","","","",""
"C66","Monmouth Municipal","40.92970444","-90.63110722","","","","","","","",""
"RUQ","Rowan County","35.64588583","-80.52029306","","","","","","","",""
"VBT","Bentonville Municipal","36.34571528","-94.219345","","","","","","","",""
"Q24","Levelland Municipal","33.54980833","-102.3727333","","","","","","","",""
"SLO","Salem-Leckrone","38.64287222","-88.96418528","","","","","","","",""
"JEF","Jefferson City Memorial","38.59117917","-92.15614389","","","","","","","",""
"FYU","Fort Yukon","66.57149028","-145.2504169","","","","","","","",""
"HZR","False River Air Park","30.71832333","-91.47866972","","","","","","","",""
"1D1","Milbank Municipal","45.23053806","-96.56596556","","","","","","","",""
"MKO","Davis ","35.65773028","-95.36164889","","","","","","","",""
"H04","Vinita Municipal","36.63301806","-95.15136111","","","","","","","",""
"ND17","Harvey Municipal","47.79123306","-99.93174222","","","","","","","",""
"RWL","Rawlins Muni","41.8055975","-107.19994","","","","","","","",""
"PHG","Phillipsburg Municipal","39.73530556","-99.31741667","","","","","","","",""
"5G0","Leroy ","42.98136667","-77.93751389","","","","","","","",""
"SFY","Tri-Township ","42.04581972","-90.10760056","","","","","","","",""
"N29","Magdalena","34.09450778","-107.2978142","","","","","","","",""
"MHK","Manhattan Regional","39.14096722","-96.67083278","","","","","","","",""
"LOU","Bowman ","38.228","-85.66372222","","","","","","","",""
"0M0","Dumas Municipal","33.8845475","-91.53429111","","","","","","","",""
"SD33","Parkston Municipal","43.37915361","-97.97118278","","","","","","","",""
"9G0","Buffalo Airfield","42.86200306","-78.71658528","","","","","","","",""
"MLC","McAlester Regional","34.88240194","-95.78346278","","","","","","","",""
"K33","Salem Memorial","37.61523333","-91.60444167","","","","","","","",""
"AWI","Wainwright","70.638","-159.99475","","","","","","","",""
"T57","Garland Heliport","32.887625","-96.6836075","","","","","","","",""
"KIC","Mesa Del Rey","36.22802139","-121.1218614","","","","","","","",""
"N27","Bradford County","41.74324028","-76.44457083","","","","","","","",""
"KLG","Kalskag","61.53627389","-160.3413306","","","","","","","",""
"F80","Atoka Municipal","34.39833889","-96.14805972","","","","","","","",""
"OPF","Opa-Locka ","25.907","-80.27838889","","","","","","","",""
"FYV","Fayetteville Municipal","36.00509472","-94.17005694","","","","","","","",""
"3T3","Boyceville Municipal ","45.042185","-92.0293475","","","","","","","",""
"SFQ","Suffolk Municipal","36.68235361","-76.60187333","","","","","","","",""
"F46","Rockwall Municipal","32.93059444","-96.43548556","","","","","","","",""
"AGZ","Wagner Municipal","43.06332694","-98.29618972","","","","","","","",""
"0G7","Finger Lakes Regional","42.88062278","-76.78162028","","","","","","","",""
"P45","Mount Pleasant-Scottdale","40.10840556","-79.54142694","","","","","","","",""
"JRF","Kalaeloa (John Rodgers )","21.30735389","-158.0703017","","","","","","","",""
"5A8","Aleknagik","59.28256167","-158.6176725","","","","","","","",""
"WVL","Waterville-Robert Lafleur","44.53325","-69.67552778","","","","","","","",""
"JAU","Campbell County","36.33457556","-84.16234472","","","","","","","",""
"2F8","Morehouse Memorial","32.75607944","-91.88057194","","","","","","","",""
"T47","Kickapoo Downtown Airpark","33.86122222","-98.4904425","","","","","","","",""
"FTG","Front Range","39.78525","-104.5431389","","","","","","","",""
"K02","Perryville Municipal","37.86866667","-89.86213889","","","","","","","",""
"TZT","Belle Plaine Municipal","41.87877778","-92.28456944","","","","","","","",""
"IXD","New Century Aircenter","38.83090472","-94.89030333","","","","","","","",""
"E95","Benson Municipal","31.99972222","-110.3572222","","","","","","","",""
"Q14","San Juan Pueblo","36.02502306","-106.0464114","","","","","","","",""
"CTY","Cross City ","29.63552778","-83.10475","","","","","","","",""
"EDN","Enterprise Municipal","31.29972222","-85.89986111","","","","","","","",""
"X67","Christiansted Harbor Seaplane Base","17.74719528","-64.70486444","","","","","","","",""
"BPI","Big Piney-Marbleton","42.58506972","-110.1111531","","","","","","","",""
"KTS","Brevig Mission","65.33136111","-166.4631667","","","","","","","",""
"3TR","Jerry Tyler Memorial","41.83590806","-86.22517611","","","","","","","",""
"PTK","Oakland-Pontiac","42.66520389","-83.41870917","","","","","","","",""
"SIK","Sikeston Memorial Municipal","36.89888889","-89.56175","","","","","","","",""
"S89","Craigmont Municipal","46.24710917","-116.4801447","","","","","","","",""
"MRI","Merrill ","61.21437861","-149.8461614","","","","","","","",""
"42J","Keystone Airpark","29.84475","-82.04752778","","","","","","","",""
"MTN","Martin State","39.32566333","-76.41376556","","","","","","","",""
"61J","Portland Downtown Heliport","45.52527778","-122.6709289","","","","","","","",""
"50R","Lockhart Municipal","29.85033333","-97.67241667","","","","","","","",""
"SD07","Bison Municipal","45.51859778","-102.4671042","","","","","","","",""
"1R8","Bay Minette Municipal","30.87046278","-87.81738167","","","","","","","",""
"CDK","George T Lewis","29.137745","-83.04984361","","","","","","","",""
"OLS","Nogales International","31.41772222","-110.8478889","","","","","","","",""
"HDE","Brewster ","40.45269444","-99.33733333","","","","","","","",""
"BIV","Tulip City","42.74316667","-86.10502778","","","","","","","",""
"7K4","Ohio County ","37.45832417","-86.84995194","","","","","","","",""
"POC","Brackett ","34.09164833","-117.7817803","","","","","","","",""
"I19","Greene County","39.69172639","-83.99023806","","","","","","","",""
"ELY","Ely Arpt (Yelland )","39.29969444","-114.8418889","","","","","","","",""
"84K","Meyers Chuck SPB","55.73963611","-132.2550183","","","","","","","",""
"BUB","Cram ","41.77669444","-99.14975","","","","","","","",""
"X21","Arthur Dunn Airpark","28.62234556","-80.835695","","","","","","","",""
"M37","Ruleville-Drew","33.77639167","-90.52500833","","","","","","","",""
"BVI","Beaver County","40.77248083","-80.39142556","","","","","","","",""
"TOP","Philip Billard Municipal","39.0686575","-95.62248361","","","","","","","",""
"PXE","Perry-Houston Couty","32.51058333","-83.76733333","","","","","","","",""
"HLC","Hill City Municipal","39.37883611","-99.83149444","","","","","","","",""
"UNV","University Park","40.84927778","-77.84869444","","","","","","","",""
"GBR","Great Barrington","42.18421417","-73.40324056","","","","","","","",""
